building,n_samples,rmse,mae,r2,mean_residual,std_residual
388,1019,0.0014884216615429259,0.0010814549200401748,0.9145963772826308,0.00037425156364043763,0.0014413096298037818
376,994,0.0013315617779517774,0.0009928600026265927,0.9120537566714619,0.00033775782852332693,0.0012886609673955706
29,1436,0.0024275158827032467,0.0014189110095155306,0.5533569828488272,0.0005483104744532072,0.00236560478106326
1011,1436,9.864896285481897e-05,8.18287167642578e-05,0.5369803658240391,1.5647523314415203e-05,9.743399754713334e-05
261,1436,0.00010787268153402807,8.1393133393415e-05,0.5361900489434923,-2.613882696149244e-05,0.00010469436514046794
59,1436,0.0001368985042217658,0.00010675069323772919,0.5290863446206229,5.575036820996257e-05,0.00012507594111895953
1006,1436,0.0001472485146845494,0.0001255893370080921,0.4198923302280281,-8.005085744023618e-05,0.00012363102034717658
22,1436,0.00013482557212234493,0.00010641564777603225,0.3928604571280312,-3.8345103378651205e-06,0.0001348179837140352
211,1436,0.00018380279464874104,0.0001588959445816045,0.39060824468309463,7.593539166296164e-05,0.0001674419536828567
72,1436,0.00010721026672660594,8.521363216587489e-05,0.3898870011076164,4.1806134718456753e-05,9.875768441034134e-05
131,1436,0.00012559991520332017,0.0001034828219117733,0.37316246828626676,-7.113567467328164e-05,0.00010354960852066794
297,1436,0.0002514901877855798,0.00018207184576243734,0.33897936559328423,0.00010922824635479009,0.00022661038233313973
112,1436,0.0002447345675037066,0.00019656103822521143,0.3300558166436873,-6.289040658800712e-05,0.0002365983679849305
61,1436,0.00016985606099504871,0.00014185539877011546,0.3022878877077839,2.79852473818591e-05,0.0001675931588790898
959,1436,0.0001797661741775261,0.00015132483661386587,0.2954381075349882,5.0554559317165626e-05,0.00017257129734115774
156,1436,0.00011071446845709341,8.717748063353676e-05,0.2936200459173103,5.163763763153534e-05,9.796903440384033e-05
189,1436,0.00010637075774534905,8.880944424988559e-05,0.2825108319311248,4.183618856752557e-05,9.783218573836946e-05
1106,1436,0.0003284457708039854,0.0002989344416895978,0.25062165971951667,3.931724548272633e-05,0.00032619760371622276
149,1436,0.00013244995224745838,0.0001148676364851514,0.22694522777038328,-5.054178795062859e-05,0.00012247025141254805
995,1436,0.00026571950203372875,0.00021146721460683587,0.19151042006866092,8.1752950151953e-05,0.0002529186722295676
951,1436,0.00010706701001576344,9.794532044198261e-05,0.18298143720636395,2.4071950448666314e-05,0.00010436220783763065
85,1436,0.00013831747311034517,0.0001088643630295754,0.18093384435339943,-1.6674699210634806e-05,0.0001373565296055352
90,1436,7.238536461540734e-05,6.207509896874243e-05,0.17973780844783827,-2.298486877119193e-05,6.86630903733749e-05
1109,1436,0.00016171751896490127,0.00013289228920456252,0.17835222936834172,-1.9629497558229008e-05,0.0001605776915692929
73,1436,9.412972238480815e-05,7.568215374292903e-05,0.17467434289008632,-1.3264593842156842e-05,9.322288920426686e-05
81,1436,0.00011504553855037574,9.740062227810702e-05,0.17195894722224891,2.670869213412025e-05,0.00011194126996799118
161,1436,0.0001226797098394049,9.905029214719116e-05,0.16839400452024533,-9.523160356900967e-06,0.00012235213707096086
144,1436,0.00022372476912846606,0.00014851011405249659,0.1607952967576266,-9.666577141429436e-05,0.0002018337663816827
276,1436,6.937232358861792e-05,5.750256635266349e-05,0.13740793230677817,-2.3882276051496443e-05,6.515452691160265e-05
299,1436,0.00022861010166415918,0.00019308862644190565,0.13134238660914443,-3.4270122185959886e-05,0.00022610559214152572
356,1436,0.0001827027300213145,0.00016014717473226145,0.12661149783430792,-4.290709437908413e-05,0.0001776548546866134
39,1436,8.242634680130505e-05,6.307111304967004e-05,0.10822065184046104,-3.178722349773703e-05,7.607697092354754e-05
37,1436,8.247964035673179e-05,6.570670232465394e-05,0.08127203815884054,2.7310596182342692e-06,8.246313042620866e-05
310,1436,0.00017658177705574712,0.00014984362630494178,0.07500581674585716,-2.7848506467310245e-05,0.00017443271836572227
1004,1436,0.00021890134385959214,0.00019534392931180094,0.07036393272544617,3.877025709148564e-05,0.00021551568440193776
290,1436,0.0002890350554680787,0.00021614106587140484,0.06718763520917381,9.070766204722657e-05,0.0002745284439349107
136,1436,0.00032776871120287923,0.00028378002638290814,0.05990726806160618,0.0001850401876308985,0.00027063529371025796
311,1436,0.0003766474742646584,0.0003462304464836348,0.05853205168430409,-0.00012106014571856444,0.0003567862210230146
