building,n_samples,rmse,mae,r2,mean_residual,std_residual
376,922,0.0013817987071216228,0.0010427986675451719,0.9048846711484941,0.0006206627267119973,0.0012352329042423572
69,1364,0.0008497147886637508,0.0006446262428492327,0.9001137020298111,-7.778625507630482e-05,0.0008464572088279999
388,947,0.001676890671449445,0.0012828744408430197,0.8918154926230967,0.00017443743978669634,0.0016686743883319974
194,1364,5.6676273240964927e-05,4.574968428070699e-05,0.6568077146373907,2.2711663162583787e-06,5.665151966805436e-05
156,1364,7.766595739618044e-05,6.107457678817093e-05,0.6476694331242125,7.1857030703798375e-06,7.736119349777343e-05
131,1364,9.728888823386804e-05,7.586191992545849e-05,0.6345235541784543,-5.489808149644971e-06,9.716950140418731e-05
995,1364,0.0001807495362125905,0.00013561971375269095,0.6146545427218636,7.001999433993191e-05,0.0001666972334623423
260,1364,5.119901687547874e-05,4.420652003038708e-05,0.610457763519572,1.955011593806111e-06,5.1180442236569265e-05
39,1364,5.635113455952543e-05,4.320001879668371e-05,0.5873460076998255,5.177811323467456e-06,5.6133329824760026e-05
340,1364,5.343313682950329e-05,4.370945368496527e-05,0.5240592163666702,1.152046506948137e-05,5.219555861738235e-05
182,1364,6.97879675364757e-05,5.624334881359158e-05,0.5177154967099471,-5.2376553886942725e-06,6.961666838559923e-05
100,1364,5.1866199939122266e-05,3.972696887550093e-05,0.46473640815609163,2.2683139263080547e-07,5.1884726740292165e-05
297,1364,0.000235784214119642,0.00016574601286699911,0.43592292155955725,0.00011431533447241703,0.00020629445065883982
66,1364,3.94912501095596e-05,3.055812853378913e-05,0.429467589748767,1.6432489120900576e-05,3.592322695582864e-05
302,1364,7.550138319382637e-05,5.990446058928762e-05,0.41969480648129487,2.7736838736640003e-05,7.02477365396525e-05
149,1364,0.00011397692657659804,9.772176759384937e-05,0.41667754244301336,-5.038252035377746e-05,0.00010227419060411771
385,1364,0.00014863912174149815,0.0001204207747370999,0.41477698214506376,1.0659319257836956e-05,0.00014831080066322544
136,1364,0.0002629762818341375,0.00023733259852488976,0.4037520974540506,-3.3188998897297574e-05,0.0002609692423858262
276,1364,5.9289006720974594e-05,4.764827871094779e-05,0.36912462795273937,1.1326511903400519e-05,5.8218393397059e-05
1103,1364,5.9942799039274514e-05,4.8381726825836296e-05,0.36824700439154856,-1.859679337155053e-05,5.700597246744772e-05
61,1364,0.0001615962316366679,0.00011656680127391168,0.35224692751283715,5.706435092748426e-05,0.0001512407734694573
