buildingnumber,mean_residual,abs_mean_residual,std_residual,n_samples,residual_z,weather_ratio,weather_sensitivity_z,baseline_load_ratio,baseline_load_z,variability_cv,variability_z,size_tier,peer_z,composite_score,rank,utility
376,0.00021381658501128104,0.00021381658501128104,0.00033772997011634765,3372,12.081002708665938,0.5185897168022898,-2.912548375563109,1.2442878716491823,1.008702066474417,0.12687359135329215,-0.1049432224224022,Medium (10k-50k sqft),7.832401926361331,4.402650356372882,1,ELECTRICITY
388,0.00015491852234452715,0.00015491852234452715,0.00036876447928266466,3432,8.696852969402359,0.4439577240089417,-3.344574074210397,1.1934108139997608,0.8184120387014586,0.13839018144800197,-0.09860259059490624,Large (50k-150k sqft),9.81515665280293,3.5613065930501233,2,ELECTRICITY
29,5.3824028659440704e-05,5.3824028659440704e-05,0.00036153708342734174,5164,2.888191547360641,0.5807552126621842,-2.5526880693403915,4.3824896396322774,12.746183146877275,0.6790427591823237,0.1990618147375953,Small (<10k sqft),3.379018064835208,3.44186846165149,3,ELECTRICITY
69,-6.966427611898137e-05,6.966427611898137e-05,0.00027041166059845877,5164,3.7983364126234833,0.9640213601600401,-0.3340574399922027,1.1982116869053192,0.8363682311532354,0.14027293406923885,-0.09756601283227495,Large (50k-150k sqft),4.304785308649731,1.87104597639187,4,ELECTRICITY
153,-8.320685835413114e-06,8.320685835413114e-06,4.113440778820022e-06,5164,0.27367217641235353,2.5558375851139084,8.880563407772119,0.5438795408526002,-1.6109604469926628,2.317848913130982,1.1013311820910694,Medium (10k-50k sqft),0.12037093136137379,1.7192775620974636,5,ELECTRICITY
230,6.126037828258293e-05,6.126037828258293e-05,0.0001545532019262872,5164,3.315467411774342,1.1001448163047631,0.453926761448669,0.95117654386031,-0.08759094421519428,0.1219216160326899,-0.10766960688764493,Small (<10k sqft),3.911583515230484,1.6384944732304232,6,ELECTRICITY
178,-9.050940755495692e-06,9.050940755495692e-06,2.5386941541691323e-06,5164,0.3156309758278115,0.9139954502356292,-0.6236447587363725,1.0893156215753461,0.42907590228480114,15.39146722551838,8.29920830460285,Small (<10k sqft),0.1725255068540209,1.3265355931765597,7,ELECTRICITY
983,-8.258506269819019e-06,8.258506269819019e-06,3.6163965455705032e-06,5164,0.27009947892171843,2.218395273583817,6.927195355607005,0.31458946952146105,-2.468549624855864,2.372521340851531,1.1314319091674478,Small (<10k sqft),0.11577410997781801,1.1598398926985338,8,ELECTRICITY
347,-5.767310414220787e-07,5.767310414220787e-07,2.635992105296431e-05,5164,-0.1712779868083217,1.7345612393240033,4.126402708153244,0.9905763077741525,0.059771786960717936,0.3588836371736583,0.022793396553310072,Medium (10k-50k sqft),-0.17025102087537763,0.7637328593319859,9,ELECTRICITY
1056,-9.06713375750134e-06,9.06713375750134e-06,3.4296937683167562e-06,5164,0.3165613891730749,0.22994809147778975,-4.583421618688142,0.07778858606684971,-3.354230691550794,24.77992764830863,13.468166344993191,Small (<10k sqft),0.17368519323825862,0.5537156854388525,10,ELECTRICITY
218,4.927202254123892e-06,4.927202254123892e-06,0.00014956860446833011,4924,0.07869026942176002,1.172708940940017,0.8739820952125636,1.3407619602761656,1.369533801884498,1.284586302513373,0.5324529168089654,Small (<10k sqft),-0.12280227674841628,0.5337578562550227,11,ELECTRICITY
92,2.4734218476504866e-06,2.4734218476504866e-06,4.192397222291818e-05,5164,-0.06229841419184174,1.2738001196438964,1.4591733177965844,1.3073659030892126,1.2446260941038607,0.5102648444378962,0.10613859621490968,Medium (10k-50k sqft),-0.09907033870981022,0.5231305967483014,12,ELECTRICITY
278,-3.4214965778634048e-06,3.4214965778634048e-06,6.267809193622438e-07,5164,-0.007824180137561186,1.0064530724506513,-0.08843100739899658,1.0285018341906034,0.201620584994984,0.11034270260077318,-0.1140445517654657,Very Large (>150k sqft),2.9250125884907994,0.44193586698672915,13,ELECTRICITY
228,1.5789867781918351e-06,1.5789867781918351e-06,6.62212659537357e-05,5164,-0.11369063441176568,1.1851232500818154,0.9458453857327498,1.3274835583925684,1.3198700127435994,0.6683028747432929,0.1931488098865302,Medium (10k-50k sqft),-0.1326374853358199,0.42811258805434665,14,ELECTRICITY
162,-3.2102906310221563e-06,3.2102906310221563e-06,7.329942430410465e-07,5164,-0.019959597120252266,0.976414384284357,-0.26231736304576636,1.0653100272257003,0.33929034025451715,0.1244151872959853,-0.10629673373802725,Very Large (>150k sqft),2.6680242142482924,0.39366583838221425,15,ELECTRICITY
869,-1.1183839014636916e-06,1.1183839014636916e-06,1.2140856462574947e-05,5164,-0.14015583606029913,1.2129845567203512,1.1071274313437918,1.2639009081385635,1.0820586132305918,0.2526953147926168,-0.03567018086505411,Small (<10k sqft),-0.39557657654003286,0.33110344448602397,16,ELECTRICITY
384,-5.392708961855902e-07,5.392708961855902e-07,1.838456493760126e-05,5164,-0.17343036220056696,1.3825451637662678,2.088670828220625,1.0037462593960558,0.1090299511645,0.20655413255675992,-0.06107390247335862,Small (<10k sqft),-0.4370506322414877,0.312792367009628,17,ELECTRICITY
179,-9.069023401541466e-06,9.069023401541466e-06,1.377456885059204e-07,5164,0.31666996385441676,1.150010546784446,0.7425868419679502,0.6015398938767123,-1.3952995836235007,4.201530237888728,2.138420256408746,Small (<10k sqft),0.173820522960544,0.3112945577306084,18,ELECTRICITY
