building,n_samples,rmse,mae,r2,mean_residual,std_residual
136,5164,2.894430411156091e-05,2.053443162169938e-05,0.8201513324181018,6.316929710239155e-07,2.8940212368321348e-05
89,5164,3.9337206320337354e-05,2.7812274404233718e-05,0.8175109661294696,1.096968973819438e-05,3.778039324382642e-05
69,5164,0.004150368010557046,0.0018491372566050179,0.7849539900414509,0.0005176278733775865,0.004118361380195434
297,5164,4.155598331218395e-05,2.299312451842861e-05,0.7732750093320571,-4.4876325214421975e-06,4.131696357208416e-05
353,5164,2.1843373561659647e-05,1.4367777459473482e-05,0.7187058745067441,-4.613449345850208e-06,2.135268941363303e-05
80,5164,7.645601892186555e-05,5.025136378416938e-05,0.7097754898142273,3.909163831070121e-06,7.636341075874587e-05
12,5164,5.9150242400868225e-05,3.9673543188435615e-05,0.7008381317719499,1.0223673597270014e-05,5.826564243275367e-05
85,5164,6.213846780295284e-05,3.739733571464324e-05,0.6750801189956543,-1.0094576003423e-05,6.131897615916633e-05
41,5164,4.125118244908084e-05,2.3946873067494965e-05,0.6503884961930579,-7.924245734418002e-06,4.0486834998583364e-05
282,3188,3.867878029455932e-05,2.9310882755636495e-05,0.6324492100132422,-4.7192211673993977e-07,3.868196849632568e-05
371,3752,0.007522082338969014,0.005515658513536483,0.6235460495665375,0.004105142884711394,0.006303976231377431
180,5164,1.3887150806699e-05,9.788626196275968e-06,0.5977461253453626,1.0216167306728173e-06,1.3850863060507462e-05
103,5164,3.073327508109853e-05,2.445990226932619e-05,0.5378451342198247,5.260578838490021e-06,3.0282636780727905e-05
64,5164,3.8127398893915724e-05,2.1873988968356822e-05,0.5168853995617237,3.730850664356089e-06,3.794809830019651e-05
190,5164,1.869808065936058e-05,1.4397754047958533e-05,0.4277589167616018,-1.0743509763907423e-06,1.8668997907351727e-05
248,5164,5.1454290238155936e-05,2.7852105648033846e-05,0.4198399230907751,-2.2410829182086297e-07,5.145878488113328e-05
1044,5164,0.004002608640952439,0.0031863782641414233,0.28358912825727134,0.00017483323497890666,0.003999175711203783
338,5164,4.94501832053645e-05,3.4852562454420235e-05,0.2771215438903072,3.9705051001273885e-06,4.929529672124883e-05
277,3976,0.00013720239254845973,5.597839312822976e-05,0.2618405894180751,5.445846633321123e-06,0.0001371115149683677
165,5164,2.3530762072266162e-05,2.3425921027233542e-05,0.0,-2.3425921027233542e-05,2.218995547638192e-06
53,5112,0.007034956541390168,0.004104407766555847,-0.005047403482462132,0.0037453144353283467,0.005955684001800443
276,3080,4.833884177190093e-05,2.8928474908155304e-05,-0.14553831124756322,-1.82953188736354e-05,4.475014098176073e-05
157,5164,0.00018484982950080702,0.00011673736157629826,-0.7039964126033542,-7.103663167400644e-05,0.00017067189923745246
249,5164,0.0003698330477824839,0.00025634118502057204,-0.9925976861504657,0.00024742908052390684,0.00027489992241086275
88,5164,8.854525855700664e-06,7.667567399004157e-06,-1.1687995921840129,-7.347712547151573e-06,4.941505544985044e-06
1018,5164,1.7788043211634531e-06,1.4534854530746247e-06,-139.2998040163699,3.4381840010635545e-07,1.7454293669393018e-06
