buildingnumber,n_samples,residual_std,residual_cv,residual_uncertainty,qrf_mean_interval,qrf_uncertainty,ngb_mean_std,ngb_uncertainty,rank_std,n_models,model_disagreement,combined_uncertainty,confidence_tier,buildingname,grossarea,utility
951,5164,1.0981253075494553e-05,0.13092081494079813,0.03724524402014775,4.190680450009257e-05,0.0476434972573925,0.00026943942244589555,0.000339911697121358,81.18928500732102,5,0.6351341351268139,0.21367567481300487,Low,"Kinnear Rd, 1315 (0951)",99809,ELECTRICITY
866,5164,2.0805249403270946e-06,0.10529874040477503,0.024446444079400366,6.01515484153625e-06,0.026429041641012643,0.00026943942244589555,0.001601831459939624,85.33639317430753,5,0.6681515917233148,0.2146269458700587,Low,Parking Garage - Gateway E (0866),390139,ELECTRICITY
228,5164,6.62212659537357e-05,0.6683028747432929,0.10568709913919855,7.251276579034749e-05,0.07287832518868144,0.0002709912790823071,0.0002821111151587109,70.45069197672936,5,0.5496381666064925,0.2148594776881515,Low,Bill Davis Baseball Stadium (0228),42374,ELECTRICITY
39,5164,1.0893877547478886e-05,0.1486319127536014,0.03868311178829857,4.109753784210047e-05,0.05428410751910229,0.00026943942244589555,0.0003960582931213309,80.94442537939224,5,0.6331846701474019,0.21519077020445393,Low,Hayes Hall (0039),43685,ELECTRICITY
85,5164,1.4347689790195595e-05,0.17399334181591672,0.045591128534616485,4.712383428369685e-05,0.05545229747453957,0.00026943942244589555,0.00034658875322444055,80.26020184375317,5,0.6277371824088114,0.21591355596464695,Low,Hale Hall (0085),47001,ELECTRICITY
265,5164,1.4404547772562155e-07,,0.020723868424519867,1.2430485437112744e-08,0.04136470852840171,0.0002709335579463371,0.00030655440974505045,84.98823447983844,5,0.6653797048757912,0.21621823228365555,Low,MacQuigg Laboratory (0265),76345,ELECTRICITY
92,5164,4.192397222291818e-05,0.5102648444378962,0.07555042559240278,6.99091323473821e-05,0.08582113611147314,0.000269629043185168,0.0003483121140881138,74.32025295974174,5,0.580445914236804,0.21830643279374357,Low,Jesse Owens Memorial Stadium (0092),29626,ELECTRICITY
54,5164,9.518060148185575e-06,0.048645804744905416,0.03657019339701961,3.2687283763426704e-05,0.011497845865423913,0.00026943942244589555,0.00011774924491414922,87.25995645197172,5,0.6834661590009391,0.21890302957248073,Low,Mendenhall Laboratory (0054),123671,ELECTRICITY
1029,5164,1.7740492230089062e-05,0.07242038729063094,0.052369725059200276,3.907027660363007e-05,0.010675259886805805,0.00026987629834670834,8.441280836286116e-05,85.61717117494598,5,0.6703870230349771,0.21950850132120914,Low,Central Sterile Supply (1029),60996,ELECTRICITY
260,5164,4.585316986194798e-06,0.09619022258273102,0.02916827705588182,3.497063653429039e-05,0.07307540829494887,0.00026943942244589555,0.0006352774262379462,82.18880702382776,5,0.6430918911024047,0.2200421941351589,Low,Mendoza House (0260),48431,ELECTRICITY
