building,composite_z,mean_z,n_utilities,min_r2,mean_r2,grossarea,utilities
28,-0.5860448659628161,-0.19534828865427203,3,0.0,0.5370847539803095,32811,"ELECTRICITY, GAS, HEAT"
87,-0.5902567097029225,-0.19675223656764085,3,0.8191851956728597,0.8746989534230156,64406,"COOLING, ELECTRICITY, HEAT"
1064,-0.593617752710997,-0.2968088763554985,2,0.5099081513791375,0.701544370719224,82535,"COOLING, HEAT"
246,-0.5937799582077848,-0.19792665273592827,3,0.0536081490476075,0.6314405794897983,279856,"COOLING, ELECTRICITY, GAS"
338,-0.598541465496659,-0.19951382183221966,3,0.2771215438903072,0.5921970725119717,15891,"COOLING, ELECTRICITY, STEAM"
60,-0.6038297570398815,-0.2012765856799605,3,0.0204328948758789,0.5506288990113103,41022,"ELECTRICITY, GAS, HEAT"
165,-0.6223941424308777,-0.20746471414362588,3,0.0,0.5848362807881651,114199,"COOLING, ELECTRICITY, STEAM"
72,-0.6322193315435649,-0.2107397771811883,3,0.4959073837107629,0.7697602291776473,88768,"COOLING, ELECTRICITY, HEAT"
4,-0.6345945107450808,-0.2115315035816936,3,-1.011645242844298,0.29278719136077763,25034,"COOLING, ELECTRICITY, HEAT"
157,-0.6456801979676717,-0.21522673265589057,3,-0.7039964126033542,0.0480795988403692,82032,"ELECTRICITY, GAS, STEAM"
84,-0.6568317382973708,-0.21894391276579028,3,-24.279671201123094,-7.559496593399473,68544,"ELECTRICITY, GAS, HEAT"
161,-0.6663529042719272,-0.22211763475730906,3,0.356693122355286,0.6308025364913742,317694,"ELECTRICITY, GAS, HEAT"
375,-0.6834415409435176,-0.1708603852358794,4,-9.407266125153736,-1.7209461208593915,1183561,"COOLING, ELECTRICITY, GAS, HEAT"
353,-0.6876237247103896,-0.22920790823679651,3,0.7187058745067441,0.8386611394312391,311590,"COOLING, ELECTRICITY, STEAM"
299,-0.6887940628906173,-0.17219851572265432,4,0.1969234250232261,0.7160582921396578,278249,"COOLING, ELECTRICITY, GAS, HEAT"
277,-0.705119739147908,-0.2350399130493027,3,-1296132.151166423,-432043.65714026097,219994,"ELECTRICITY, GAS, STEAM"
103,-0.7128886554752807,-0.23762955182509357,3,-6.004841272854847e+27,-2.0016137576182824e+27,64484,"ELECTRICITY, HEAT, STEAM"
282,-0.7152938890788391,-0.23843129635961302,3,0.4730934578973697,0.6452128972572324,41121,"COOLING, ELECTRICITY, STEAM"
