building,composite_z,mean_z,n_utilities,min_r2,mean_r2,grossarea,utilities
245,-0.717178268031961,-0.23905942267732036,3,0.8394424324128567,0.8702463835137445,164672,"COOLING, ELECTRICITY, HEAT"
163,-0.7173711528542172,-0.23912371761807238,3,-0.0198164771104012,0.359458118317397,80417,"ELECTRICITY, GAS, HEAT"
64,-0.7175099915267996,-0.23916999717559986,3,-0.3053206504755308,0.345953957405813,78629,"ELECTRICITY, GAS, STEAM"
249,-0.7198327456246518,-0.17995818640616296,4,-0.9925976861504656,0.26062030302235467,132056,"COOLING, ELECTRICITY, HEAT, STEAM"
81,-0.719951205585629,-0.23998373519520966,3,0.0861472253444082,0.5345893845084905,626259,"ELECTRICITY, GAS, HEAT"
99,-0.7223211378415513,-0.24077371261385042,3,0.1432761635839511,0.6031050681343206,85851,"COOLING, ELECTRICITY, HEAT"
160,-0.7298235384194602,-0.18245588460486506,4,-2.8167183989288804,-0.32430326363596756,137002,"COOLING, ELECTRICITY, GAS, HEAT"
1040,-0.7312270429143313,-0.36561352145716564,2,0.5884360333123495,0.759186169695925,310590,"COOLING, HEAT"
147,-0.7348992848398707,-0.18372482120996766,4,0.0,0.6757308691015749,62058,"COOLING, ELECTRICITY, GAS, HEAT"
25,-0.7415839845463418,-0.24719466151544725,3,0.888354476014803,0.8917692714646348,115334,"COOLING, ELECTRICITY, HEAT"
55,-0.760997080773388,-0.25366569359112934,3,0.6143117167459685,0.8015698467326603,120223,"COOLING, ELECTRICITY, HEAT"
41,-0.7824495986851604,-0.1956123996712901,4,-0.0188916818086986,0.6127113574690245,69893,"COOLING, ELECTRICITY, GAS, STEAM"
180,-0.7834068303023483,-0.19585170757558706,4,0.0,0.6244250473762285,67943,"COOLING, ELECTRICITY, GAS, STEAM"
70,-0.7892175664348839,-0.19730439160872099,4,-0.0407902537705413,0.6529809365139687,238732,"COOLING, ELECTRICITY, GAS, HEAT"
293,-0.7943899558315917,-0.19859748895789792,4,-0.0164850582561009,0.6526508507899128,68100,"COOLING, ELECTRICITY, GAS, HEAT"
50,-0.7978274296246834,-0.19945685740617086,4,0.0,0.6781663831977351,308820,"COOLING, ELECTRICITY, GAS, HEAT"
80,-0.8001483380897874,-0.20003708452244684,4,0.0,0.5452077460687671,55501,"COOLING, ELECTRICITY, GAS, STEAM"
95,-0.804388665974464,-0.26812955532482136,3,-0.1859863492881432,0.2695651427075452,224834,"COOLING, ELECTRICITY, HEAT"
248,-0.8074153872218269,-0.20185384680545673,4,0.0,0.49096834029270453,236537,"COOLING, ELECTRICITY, GAS, STEAM"
149,-0.843754963893112,-0.28125165463103735,3,0.2082487780111216,0.5763988115838763,110154,"ELECTRICITY, GAS, HEAT"
61,-0.8471880980115349,-0.28239603267051167,3,0.0,0.5252223856318089,64665,"ELECTRICITY, GAS, HEAT"
136,-0.8622002950129842,-0.21555007375324606,4,-1.5561597635994713,0.2998713008118412,113459,"COOLING, ELECTRICITY, GAS, STEAM"
851,-0.8635891359863764,-0.28786304532879214,3,0.4511144865461385,0.6255390746273195,271039,"COOLING, ELECTRICITY, HEAT"
54,-0.8636773102468397,-0.28789243674894655,3,-1136442.5319875183,-378813.54296184034,123671,"ELECTRICITY, GAS, HEAT"
272,-0.8742702914916329,-0.291423430497211,3,0.087008100980519,0.5309675191792357,322612,"ELECTRICITY, GAS, HEAT"
1110,-0.8833204293518645,-0.22083010733796613,4,-0.067091446260264,0.4178603725728849,107132,"COOLING, ELECTRICITY, GAS, HEAT"
354,-0.9054660418502803,-0.2263665104625701,4,0.1964006124787095,0.7114540820765686,508398,"COOLING, ELECTRICITY, GAS, HEAT"
274,-0.9214425844494673,-0.2303606461123668,4,0.0,0.6386114684817767,118612,"COOLING, ELECTRICITY, GAS, HEAT"
24,-0.9341285769465972,-0.2335321442366493,4,-0.4688401097646233,0.5443277907701658,394592,"COOLING, ELECTRICITY, GAS, HEAT"
89,-0.9450731878887197,-0.23626829697217994,4,0.3973913188262596,0.721727944014379,684497,"COOLING, ELECTRICITY, GAS, STEAM"
88,-0.9499544822331675,-0.23748862055829187,4,-1.4645194591331272,-0.30289701308130734,364069,"ELECTRICITY, GAS, HEAT, STEAM"
1025,-0.9623539591066024,-0.3207846530355341,3,0.611543457005632,0.8001374223973708,123378,"COOLING, ELECTRICITY, HEAT"
276,-1.0000522665053102,-0.20001045330106204,5,-0.1455383112475632,0.4692737614224196,180694,"COOLING, ELECTRICITY, GAS, HEAT, STEAM"
146,-1.0009797388133095,-0.25024493470332737,4,0.0,0.507599367477274,82179,"COOLING, ELECTRICITY, GAS, HEAT"
1044,-1.0026083007422937,-0.2506520751855734,4,0.1152285701837181,0.4800672665554779,66170,"COOLING, ELECTRICITY, HEAT, STEAM"
37,-1.0060350095555457,-0.3353450031851819,3,-0.0170726470995536,0.4928107945008912,142496,"ELECTRICITY, GAS, HEAT"
131,-1.0135998035147933,-0.3378666011715978,3,-0.0119409262892868,0.5276136604640568,108644,"ELECTRICITY, GAS, HEAT"
309,-1.0311696830472128,-0.34372322768240426,3,0.1464670118358132,0.4962198562522809,77720,"ELECTRICITY, GAS, HEAT"
65,-1.086361015180287,-0.27159025379507173,4,0.0,0.6280100757773414,218468,"COOLING, ELECTRICITY, GAS, HEAT"
253,-1.1467373803972327,-0.2866843450993082,4,0.3175193897148306,0.5934709481334268,58031,"COOLING, ELECTRICITY, GAS, HEAT"
1101,-1.1498394824063776,-0.2874598706015944,4,0.1102887461011212,0.5147154511800072,127073,"COOLING, ELECTRICITY, GAS, HEAT"
1108,-1.1499492041373194,-0.28748730103432985,4,0.0,0.3625051250199216,169311,"COOLING, ELECTRICITY, GAS, HEAT"
1102,-1.1727918207704975,-0.29319795519262437,4,0.0535812848589138,0.460395607288848,138006,"COOLING, ELECTRICITY, GAS, HEAT"
